seed,in_domain_hybrid_minus_physics,ood_sensor_noise_hybrid_minus_physics,ood_cooling_hybrid_minus_physics,ood_combined_hybrid_minus_physics,ood_shocks_hybrid_minus_physics,target_ood_aggregate_hybrid_minus_physics
22047,-2.0510986563210167,-0.9877871846880169,-0.976969158879605,-1.9637674310045767,-2.0510986563210167,-1.3095079248573995
22048,-1.0275915707279495,-2.048382139127426,0.0,0.0,-2.0783474824488124,-0.6827940463758088
22049,2.5787033627664115,-0.9955944388374363,-0.9497693329987484,0.0,2.561324232508092,-0.6484545906120616
22050,-1.9803798229050145,-0.9793504209794008,2.564107636726675,0.843815155249267,-1.0048915495408508,0.8095241236655136
22051,2.3311438116598566,-0.12125133463821669,0.0,2.0872985435936044,2.3493489928990456,0.655349069651796
22052,2.477698928723399,2.5223259191420837,2.6748977697031933,1.7969226751011362,2.444753321838192,2.331382121315471
22053,-1.0043557618876164,-1.0467989931468793,-0.9360141447634263,-3.631845799703733,-0.99346456852291,-1.8715529792046794
22054,-0.9954300901262556,-1.0292325558124276,-0.9289888242159066,0.8966566784041277,-0.9954300901262556,-0.3538549005414022
22055,2.551728508630937,-0.9720394569531265,1.921191328981486,1.7624182664029249,0.1766704664686145,0.9038567128104281
22056,-1.0069432342901194,1.676709858882795,2.330504773385286,2.0532440154263227,-1.0334460812163258,2.020152882564801
22057,-1.0632610756718321,0.7597231984496204,-0.9717915753513466,3.4804850469719995,-1.0691258439367175,1.0894722233567578
22058,2.687089881389916,2.445949697357719,0.0,1.7334140430233234,-0.9896275133590748,1.3931212467936807
22059,1.46010195609324,2.7249828985715467,2.466389768880518,1.7616138332027873,1.46010195609324,2.3176621668849506
22060,-1.019948452042108,-0.9195215730403632,-0.932433879243078,-1.6495324813260197,-1.0130875305990301,-1.1671626445364869
22061,-1.0383315967122257,-1.0219836514601255,1.9215326331099618,1.876741055698929,-1.0442578682852783,0.9254300124495884
22062,2.622172973294589,2.6425446709344698,0.0,0.0,2.282842073111567,0.8808482236448233
22063,-0.9569176121356193,6.129034448247154,0.0,1.9045948801341268,0.8903443716935371,2.6778764427937602
22064,-0.9826627244694421,2.694666292588515,-3.661197095783713,1.712449618818006,-2.0057001689181675,0.24863960520760267
22065,-0.9830644701134474,1.6068559111403857,1.9265986309686056,3.3951516907681096,-1.0134146337459242,2.309535410959034
22066,2.628998238607707,2.3421031212114087,0.0,1.8639490676101076,1.3167640571217802,1.4020173962738387
22067,-1.0290173240144043,0.030497083881584786,-1.0317606027623185,1.7000452689949128,-0.9879470290171071,0.2329272500380597
22068,2.7269989760092983,2.6280158174810424,1.8913725693346635,1.6894605649548708,-3.6537150441597817,2.069616317256859
22069,-0.9744585005593436,-0.9143832909930438,-0.9344137506595516,0.0,-1.0131360111498822,-0.6162656805508652
22070,-1.0051430411568205,-1.982265122674157,-0.9462880307908605,3.695338674551877,1.4436478414677723,0.25559517369561985
22071,-1.061219400595732,0.9396671993648269,2.7680024553558553,1.5978480134544668,2.5744439576390903,1.7685058893917163
22072,-0.9640231977218008,6.440426405513257,-0.9835470649237124,2.6273382667614626,-4.619857186764328,2.694739202450336
22073,1.6402958319602874,2.720746662693749,-0.9799916301810114,-0.9622437960166224,-0.9956669622492171,0.25950374549870503
22074,-0.9996101859776871,-1.0080757865482965,-1.5118169819813403,-2.858803812667105,-3.3166812700604495,-1.792898860398914
22075,-0.9728477424071684,4.886252169164088,2.7317783542399283,0.0,-3.6394750063742194,2.539343507801339
22076,-0.9651938280860932,1.7298518440204376,-0.01843843294807357,0.005748342784990257,-1.0489272501901112,0.5723872512857847
22077,1.3020476190725319,-1.6406459713474888,-1.0559084634257019,2.4472672049627064,-1.0152938346045346,-0.0830957432701614
22078,1.3861987885070661,2.6767333802018882,-0.9991392165817885,0.7444110330850933,-0.7780786141607763,0.8073350655683976
22079,-1.0405829103075348,-0.9639960795520892,2.016805181922507,-0.034709486117918686,-1.1418323965862882,0.33936653875083306
22080,-1.00377894513381,-0.9885044235084024,1.9672544362109008,0.0,-0.935325106401315,0.3262500042341661
22081,-1.9875307403775366,2.719736591605951,2.7134859052175386,1.761496077732616,-1.9875307403775366,2.3982395248520354
22082,2.714296656739073,2.7839486272226637,0.0,-0.9644370542953595,2.1175538810390293,0.6065038576424348
22083,-0.9823367847083233,1.4817391289228041,1.889495268307563,3.9624262229455596,-0.9823367847083233,2.4445535400586422
22084,-1.0183100674349177,1.4092045798527124,1.9122345589446468,3.6852217416400705,-1.0183100674349177,2.3355536268124766
22085,-0.9846184025699927,1.617891281263006,1.9677750905628457,1.6627522292071006,-0.990104175353892,1.749472867010984
22086,-0.9629304371292946,2.751891790320201,1.7851708364295362,2.454872837804757,-4.470674839484467,2.330645154851498
22087,-0.9864973438850981,-1.0134776271318984,1.9205548557771124,0.0,2.677941752636137,0.30235907621507135
22088,-1.0341769172644248,1.6900754906933955,2.1061184748037505,2.148292274876326,-0.6284565399296937,1.981495413457824
22089,-0.9985653480735834,-0.954233068829339,0.9752150084676927,1.890934740719878,-2.0676594354765214,0.6373055601194105
22090,-0.9859044129848087,2.489004382541438,0.05038589829132434,-0.9490519872509111,-1.0107456950215123,0.5301127645272837
22091,2.5481953735246563,1.5477423615178978,-1.0111582255685292,-1.0334286530200103,1.93644552562467,-0.16561483902354723
22092,-2.0507891625785533,-0.9819339465325214,-0.933112597181001,-0.9826554970000103,-2.0507891625785533,-0.9659006802378443
22093,2.686817748326355,1.659690455770388,2.607697244304916,0.10013866385568093,-0.994174416136957,1.4558421213103283
22094,2.1894627028089957,2.2232499611825602,1.8774507300025505,1.747798539483881,0.009729065181723229,1.9494997435563306
22095,1.6826060576589583,-0.9486100356952178,-0.992558764739158,0.0,2.7110788809012476,-0.6470562668114587
22096,1.0827610706359607,-1.0333572283142374,2.0010211717248225,0.0,2.1187332255249416,0.3225546478035284
22097,2.720579021573478,2.560419183076924,-1.0190435493614345,0.6285068036323196,2.7502108389486253,0.723294145782603
22098,2.7329233275042597,2.558761285664602,1.9186880020300876,0.0,0.022729369595012372,1.4924830958982298
22099,-1.0110437357984807,-1.0317183198058615,1.9532251219950538,2.010155502093852,-1.0110437357984807,0.9772207680943481
