seed,residual_at_z0,residual_at_z1_5,uncertainty_without_residual,uncertainty_with_residual,interaction
23048,0.008698676235027847,0.002405418902661438,1.21875086350497,1.2124576061726036,-0.006293257332366409
23049,1.1767069318642218,-0.3589798874285866,1.8937075939373191,0.3580207746445107,-1.5356868192928086
23050,0.6394590382772828,0.007715767080078706,0.3048655304864525,-0.32687774071075165,-0.6317432711972041
23051,-0.003114279786951594,-0.003061171649361446,1.8012971691724786,1.8013502773100687,5.3108137590148395e-05
23052,0.0,-0.33011272852327994,1.2122698691985458,0.8821571406752658,-0.33011272852327994
23053,0.09948927110809318,-0.33505584727976395,0.33135449641300835,-0.10319062197484878,-0.4345451183878571
23054,0.027728796242743197,0.29526846697616804,0.6718006086984568,0.9393402794318817,0.26753967073342483
23055,0.013737362471665904,0.003125410456533473,-0.3216809316192813,-0.3322928836344137,-0.010611952015132431
23056,-0.3658273597502581,-0.3206323214006777,0.20413878390959658,0.2493338222591769,0.04519503834958035
23057,3.3300351006460005e-05,0.005190382763153423,-0.340209461330699,-0.33505237891855205,0.005157082412146963
23058,-0.34795311192479517,0.33642645407414307,-1.5815257905823685,-0.8971462245834303,0.6843795659989382
23059,1.3418923978373982,-0.19727444772324057,2.1248753455744165,0.5857085000137777,-1.5391668455606389
23060,0.7316937674153697,-0.38205196100812816,-0.4336532572354959,-1.5473989856589938,-1.113745728423498
23061,1.2597914744531025,-0.3352354224303558,0.24810402294899347,-1.3469228739344647,-1.5950268968834582
23062,-0.0045463489271710955,-0.3383794515764957,1.172609512432236,0.8387764097829115,-0.3338331026493246
23063,0.06053985955870189,0.5002862210664413,0.9144849534397087,1.354231314947448,0.43974636150773944
23064,0.008605258181383135,-0.328718211621279,0.5557471953382063,0.21842372553554412,-0.33732346980266215
23065,0.0,1.4815447762545564,-0.416330099759179,1.0652146764953774,1.4815447762545564
23066,0.0732718134344239,0.793111416190771,0.7944397868935648,1.5142793896499118,0.7198396027563471
23067,0.0,-0.3387700539841134,0.004792558238529902,-0.3339774957455835,-0.3387700539841134
23068,0.91145726231368,0.0,2.0186333354170714,1.1071760731033915,-0.91145726231368
23069,-0.38842448092000836,-0.3366968212426234,2.3546298546551654,2.40635751433255,0.05172765967738494
23070,0.33494203286659757,-0.32561161654476695,2.603905781714888,1.9433521323035237,-0.6605536494113645
23071,0.6285601399411599,0.46630036917133805,-0.4628570143397492,-0.625116785109571,-0.1622597707698219
23072,-0.002038631727846981,-0.3495111553265768,0.010267611886715619,-0.33720491171201417,-0.34747252359872977
23073,1.7558206461815355,0.009929152597247063,2.578618277648135,0.8327267840638465,-1.7458914935842884
23074,0.0,-0.3483082094483194,2.648863651189776,2.3005554417414564,-0.3483082094483194
23075,0.8602522664795226,-0.34138910923378535,2.7385943561128605,1.5369529803995523,-1.201641375713308
23076,-0.3945617859073991,0.5184000595196542,1.1699841647530842,2.0829460101801374,0.9129618454270533
23077,-0.3522570707982335,0.12134560409005246,-1.4696793856342083,-0.9960767107459224,0.47360267488828595
23078,0.0,0.6011828408421351,-1.4876441494279267,-0.8864613085857916,0.6011828408421351
23079,1.770102068938461,-0.3331386962574854,2.463774482708262,0.36053371751231583,-2.1032407651959466
23080,0.011171078190850873,-0.004146116979787469,-0.328499471075484,-0.34381666624612234,-0.015317195170638342
23081,-0.04379062534725856,1.3555202843239844,-0.12367774458683793,1.275633165084405,1.399310909671243
23082,0.9033936848512786,0.0028780102525753173,1.5390090426030387,0.6384933680043355,-0.9005156745987032
23083,0.27594680443787684,0.004363997457237663,1.1608483789327029,0.8892655719520638,-0.2715828069806392
23084,1.4138572081454133,-0.3440846309550949,2.7861563694167963,1.0282145303162882,-1.7579418391005082
23085,-0.34897272713987587,0.005317275485076323,0.29915545563647566,0.6534454582614279,0.3542900026249522
23086,0.007096712420713895,-0.34182819350844085,0.5982317058279918,0.24930679989883706,-0.34892490592915476
23087,-0.3271563128400672,-0.004670330780359204,0.5236328000515679,0.8461187821112759,0.32248598205970797
23088,0.17869992068186016,0.0035837707223270363,0.8300001740686606,0.6548840241091275,-0.17511614995953315
23089,-1.2276694082821347,0.0,1.2391208539801586,2.4667902622622933,1.2276694082821347
23090,0.0682192800690089,2.081689236245751,1.1269671191167798,3.1404370752935216,2.013469956176742
23091,-1.252690668493102,-0.3054955502831736,0.25537270418365665,1.2025678223935852,0.9471951182099284
23092,-0.19597490994975905,-0.34220838845918894,2.546886760579298,2.400653282069868,-0.14623347850942991
23093,-0.07855548137352031,-0.3673011253662774,0.7543360771874319,0.4655904331946748,-0.2887456439927571
23094,0.48135446867632226,1.255301045469544,-1.2529537086744682,-0.47900713188124655,0.7739465767932217
23095,1.8303280820618966,0.29961461691384983,2.118053405575727,0.5873399404276801,-1.5307134651480467
23096,1.2360943910136701,-0.6616281447803303,1.320609276808317,-0.5771132589856833,-1.8977225357940004
23097,0.8446294821124264,0.6566942284429089,1.099444365969435,0.9115091122999175,-0.1879352536695175
23098,0.6019325315544085,-0.3127569384842867,1.513284713174393,0.5985952431356978,-0.9146894700386952
23099,0.5198509860711292,0.6908816982626931,1.5894326975611694,1.7604634097527334,0.17103071219156382
